269	2067
1859	2838
2029	166
2406	2906
2762	1507
2926	3155
2994	1185
3237	2272
3237	1898
3237	1401
3237	264
2	142
3	1968
4	153
18	3239
18	762
18	3404
18	2972
18	3430
18	3232
18	3134
18	3043
18	2973
18	2864
18	2704
18	2591
18	2590
18	2510
18	2472
18	2251
18	2485
18	2202
18	2069
18	1972
18	1797
18	1879
18	1878
18	1595
18	1590
18	174
18	1271
18	1969
18	986
18	895
18	674
18	632
18	500
18	491
18	374
18	273
18	227
19	2972
19	2510
19	632
20	314
22	3134
23	83
31	2251
31	674
39	218
43	47
47	2922
47	2921
49	46
49	47
50	51
50	46
50	306
50	305
50	47
53	2108
54	1576
55	3200
55	2107
55	1972
56	1572
56	1579
67	68
67	69
72	1230
72	1237
74	1238
75	2686
82	1863
83	1846
83	1750
83	84
84	1232
84	1245
84	1237
85	1237
87	713
87	712
88	1416
88	1414
92	2944
95	1321
98	1362
98	3297
98	2288
98	475
98	114
98	77
98	2402
98	3019
98	1122
98	3408
98	1576
98	2313
98	2781
98	577
98	2242
98	2238
98	2885
98	1799
98	1167
98	2275
98	2914
98	229
98	2261
98	1899
98	1380
98	1953
98	3492
98	2692
98	1521
98	3243
98	1633
98	2021
98	3098
98	730
98	1305
98	74
98	1980
98	2276
98	1186
98	501
98	2922
98	3289
98	2135
98	1879
98	1538
98	1435
98	2746
98	1423
98	2032
98	1289
98	922
98	2142
98	1969
98	535
98	2932
98	255
98	3391
98	3235
98	2200
98	951
98	3290
98	314
98	2420
98	802
98	166
98	1040
98	3469
98	2593
98	3134
98	3307
98	2159
98	2988
98	265
98	3056
98	3239
98	1375
98	2615
98	1009
98	3447
98	3104
98	607
98	924
98	2137
98	2581
98	3105
98	3059
98	3454
98	1807
98	1288
98	1793
98	3439
98	2861
98	245
98	986
98	1134
98	487
98	313
98	2407
98	1878
98	374
98	500
98	1135
98	1136
98	3446
98	99
98	812
98	624
98	556
98	1810
98	1574
98	499
98	1185
98	542
98	2106
98	3381
98	2542
98	674
98	2906
98	2465
98	1585
99	2748
99	1969
100	2402
100	1435
100	1423
100	1289
100	1969
100	951
100	3290
100	2593
100	3056
100	1010
100	3059
100	1807
100	1288
100	3439
100	2861
100	245
100	986
100	2067
100	1134
100	313
100	2407
100	1878
100	374
100	500
100	1135
100	1136
100	99
100	624
100	556
100	499
100	2106
100	2542
100	674
101	2402
101	1423
101	3056
101	81
101	1135
101	99
101	624
101	556
101	3114
101	3059
101	2106
101	1289
101	374
101	313
101	245
109	2312
109	2866
109	3045
109	2864
109	2842
109	2350
115	277
116	3432
116	658
116	1752
116	236
116	1289
116	674
116	144
121	2568
121	674
123	3130
124	3130
125	3130
126	3130
133	3043
134	143
140	1173
140	581
140	810
142	895
143	374
143	368
144	2381
144	1065
144	674
145	236
145	674
