UBB	RPS14
MSN	PRKCA
EGFR	PLEC
CDKL5	EIF4A3
ID2	ID3
CBLB	ERBB4
WNT9B	FZD4
GLI3	WNT2B
CREB1	IRS2
EIF2S3	EIF3A
TYK2	IL6
POMP	CDC20
SH3KBP1	CITED1
MYH4	MYH6
ZBP1	TBK1
TNF	IER3
PRMT5	SMN1
CSNK1G1	NFATC1
EIF2AK2	EIF2A
PSMD11	PSMD8
RPS15A	RPS23
PRKACA	ALMS1
GSK3B	CREB1
PRKAR2B	LPAR3
GNAT1	PDE6A
IL10	PTGS2
CREBBP	NCOA2
CEP63	CETN2
WWP1	FLT1
RPL30	RPL34
YBX1	TGFB1
JUN	HLA-A
PSMD1	UBXN1
STAT6	ALOX15
UBQLN1	PSMD10
LAMC3	LAMB4
DIABLO	TRAF2
IGF1	PIK3CA
HDAC6	HDAC9
MAPK3	RPS6KA3
PSMC5	PSMD2
POLR2B	SMAD3
AKT2	MTOR
COL18A1	GPC1
CDK5RAP2	PPP2R1A
CD44	NOS2
ARPC2	ACTG1
CLK2	MDM4
PTPN11	KITLG
GEMIN6	SMN1
RNF41	ERBB4
COL4A1	ITGA8
BRAF	MAP4K1
STK17A	SMPX
DVL1	RHOA
CASP6	EIF4G1
PRKCA	LAMA2
RAC3	PAK1
RMI1	BLM
RPS16	RPS7
SH3BP5	CD79B
ITGB3	CASP8
FLT4	PRKCE
TNF	MAP3K1
MCM7	RFC3
GLI2	WNT6
TEK	MAPK8
CAPN1	ACTN2
CSE	PPARG
CACNA1S	CACNG2
RPL11	RPLP2
SYK	LAX1
PPARD	RXRA
DFFA	TNFRSF1A
ITK	VAV3
SRPK2	ASAP2
SEC23A	SAR1B
GRB2	CCND3
IL2RG	TNFRSF9
PTPN1	TYK2
RPS14	RPS26
EFNA1	EPHA4
IL6R	IL6
CREBBP	VDR
CTDP1	POLR2I
RPS18	RPS27A
HBA2	RPL19
THBS4	SDC4
SH2B1	JAK2
HBA1	RPL39
EMD	MAPK3
PPP3CA	PPP1R1B
PTK2B	ASAP3
SOCS5	OSMR
PPP1CA	PHKA1
EFNB3	KRAS
TNF	PRL
ESR2	C3
PSME4	CDC16
CD79A	PLCG1
CSNK1E	CKAP5
KAT2A	SMAD3
AR	CCNE1
MYL3	SHROOM4
CALM2	PYGM
RBL1	MYBL2
TUBB2C	CEP290
PLD1	PPAP2C
NUP62	NUP153
PRKACB	GSK3B
HLA-B	KIR2DL3
FLNA	INPPL1
LCK	SMPD1
STAT5A	CCNE1
IL1A	MAP3K7IP1
AR	GNG2
UBE3A	SNCA
POLE2	RPA3
EDNRA	GNA15
PRKAR2B	GNB1
KLK1	PLAT
CDK5	SYN1
EHD1	RAB11FIP1
IL4	JUN
TNFSF13B	TNFRSF13B
TSC1	RORC
MDM2	ARHGAP24
SUPT7L	TERT
NUP210	SNRPE
PIK3R5	ILK
FGF13	ATF4
SRPRB	SRP14
HCK	SYK
CLDN23	CLDN17
CALM1	MARCKS
MALT1	IKBKB
SNRNP70	SNRPD2
ITGB8	CSK
PSMA1	PSMA4
PPM1A	CACNG7
EIF5	EIF3J
EDNRA	ADCY8
ENG	SMAD5
CDK5	MDFI
ITCH	TGFB1
RXRA	LPL
PSME2	PSMB5
MRPS7	RPL3
PSMB7	PSMA4
BMP2	ACVR1
IRF1	PSMB10
PIK3R2	CD40
GLMN	RPS6KB1
TGFBR1	CD44
PDGFD	FGR
LAT2	PLA2G4A
PSMA2	PSMD4
YKT6	COP
RPS13	RPS19
PXN	RHOA
AKT1	RPS20
TRIM27	RB1
JAK2	IL23R
TGFB1	RPS6KB1
RPL31	RPS26
TNF	SLC9A8
RPL8	RPL23A
LAMB3	CD44
EGFR	JAK1
HGF	PIK3R1
PSMD5	BTRC
RPL39L	RPSA
GRB10	FYN
PTK2B	FGF17
PSMD11	PSMA6
XCR1	JAK3
AVPR1B	GNA15
CREBBP	ALX1
BLK	DAPP1
IFNG	HGF
NFKB2	RPL30
PPARA	NPHS1
PSMD11	FZR1
CASP2	MAP3K14
CTSH	SFTPB
WNT5B	FZD9
HSPBP1	HSPA1A
ATP6V1B1	FZD8
PPM1A	AXIN1
CCNB2	CDK1
ANAPC10	CCNB1
PSME2	CKS1B
PRKCE	TBXA2R
GH1	REN
TJP3	CLDN10
CITED2	ACOX1
MTOR	PIK3R2
UBE2E1	CDC23
JAK3	PIK3R5
TPR	CPSF3
EDNRB	PLCB2
COL4A6	ITGB5
PLXND1	PIP5K1B
ITGB5	ACTN1
RPS8	EIF3A
PAK1	TRIO
RPS6KB1	RPS29
CBL	VAV1
TSLP	CD40LG
MAPK3	PLA2G2E
FYN	TUBA1A
PIKFYVE	SCIN
PDGFD	STAT3
BUB1	MDM2
PRKCB	MRAS
ATF2	CSRP2
CLDN14	CLDN22
RPS15A	RPS16
PSMB6	RBX1
CD247	IL2RA
WNT2	FZD6
RNF41	FGFR4
CEP78	TUBB4
TUBG1	CEP290
ITGA1	RAC1
YWHAQ	CBL
TRIM28	NR3C1
MTG1	PLCL1
EIF1	RPS11
IL12B	RELA
SHC1	MAPK9
NEK2	CEP70
GDNF	PIK3CA
NQO1	NFKB1
MYH8	MYL6B
VEGFC	PDGFRA
HAS2	CD44
DVL1	SMAD4
ROCK2	MYL3
UBE3C	PSMB9
GUCY2D	GUCA1C
JDP2	ATF2
SQSTM1	NGF
PTPN7	MAPK13
CXCL12	XCR1
MAPK3	CDK9
MET	UBE2L3
NF1	GTF2A1
COL2A1	ITGB3
RBL2	MXI1
SHC1	TEC
FPR1	MAPK3
PDPK1	NOC2L
PRKCB	SELE
VEGFA	SHC3
CACNA1S	CACNA1G
IDO1	CD274
EPHB3	ROCK1
PRKACA	RET
AR	NR2C2
ARHGEF7	NFKBIA
PROX1	SOX2
CCR3	PPP1R14A
EGFR	PIK3R1
SOCS4	IL10RA
PTEN	AKT3
IRS1	ALK
BCAR3	RAC1
MAP3K1	MAPK11
PRKCE	PAK2
PSMB10	PSMD11
GNAZ	CD3G
EPO	KIT
RPS27	RPS24
CDKL5	MDFI
PLK1	CEP152
CXorf15	MMP9
ATR	FANCL
INS	PPP1CC
PSMD11	SKP1
IL5	IL2
APC	TBL1Y
WAS	CNR1
RALGDS	RALA
BANP	CCND1
SMAD2	FOXH1
RPL10L	RPS23
MAPK6	PDLIM5
PCM1	AKAP9
SMARCD1	SGK1
RPL10L	RPL36
JUP	PPARD
SPRY1	CBL
ADRB2	PRKAR2A
NUP210	MAGOH
CEBPB	MYC
PSMB5	SNCA
GNAI1	SHC1
CCR3	EDN1
XAB2	ERCC8
CCL22	CCR1
RPS16	RPS15A
CSNK2A1	RNF7
WNT2B	FZD4
PTPN6	EPO
CHRD	NKX2-5
IGF1R	CTNNB1
S100A9	IFNG
SOCS5	CSF2RB
CNTN1	NFASC
MAP2K1	RAF1
RPS27	RPS3A
EFNB2	NCK1
PPP1R3C	GYS1
PTH	CREM
SLAMF1	SH2D1B
PPP3CB	ANAPC2
CCK	ODC1
PTK2B	UBB
LOC646048	ACTN1
IDE	CDC16
CHRM4	GNAI3
CDC14A	ANAPC7
ITGAE	CRKL
PTK2B	PI4KA
TP63	BBC3
IL8	LPAR2
PIK3CA	VAV1
F2	F2RL3
RBX1	SMAD2
CXCL14	CCR8
KIF3A	GLI2
PPP2R5C	CREB1
ITGA7	TLN1
CACNG2	RASGRP4
F2R	ANGPT2
CUL1	CDK2
LEFTY1	TGFB2
TUBG1	CEP70
PSMD6	POMP
PEBP1	CDCA8
CEP110	CKAP5
SRC	STAT3
PF4V1	CCR10
PPP3R1	CALM3
RAE1	NUP88
CD40	IFNG
RXRG	SCD5
ITGA6	YWHAE
CASP3	KRT18
GNG12	PIK3CB
HGF	VEGFA
CD79B	PTEN
CDK4	CSDE1
TDGF1	MAPK1
FANCE	C17orf70
VEGFA	PDGFB
MDM2	TERC
PSMC5	PSMD5
TP73	BCL2L11
CDK9	GRIP1
RPL10	RPL26
KITLG	CASP3
HGF	PLCG1
TCF7L2	TCF7
TRA@	B2M
TEK	SHC1
MARCH2	DLG1
RPL19	RPS19
RPL29	RPS9
MAX	GAPDH
OSM	STAT1
FLT4	PIK3R5
PPP1R3A	CALM3
RPLP2	RPS15
FYN	HLA-DRA
ADIPOQ	IL8
GRIA1	PICK1
SP1	CHRNA1
IGFBP7	INS
GRB2	IL2RB
EDN1	MAPK3
PDCD4	EIF4G1
CACNB3	CACNG1
CAV1	TFPI
FES	IL2RG
PSMD1	FZR1
CXCR4	CDC42
MAP3K3	NFKBIA
CCNA2	E2F2
UBQLN1	POMP
PSMA2	PSMA5
KDR	CDC42
RANBP2	NUP155
SYN1	GNAZ
HCK	PDGFRB
P2RX1	RYR1
CEP63	CEP70
ARHGEF7	RAC1
THBS2	ITGA7
SEH1L	SNRPD3
RALB	RALBP1
SIN3A	HDAC2
WNK1	PPP2R5D
MTDH	SLC1A2
FBXO6	CUL1
RPS25	RPS28
CEP110	SSNA1
INTS3	NRIP1
MAP3K5	TRAF6
CDK5	TP53
ITGB6	ITGA8
ESR1	GNAL
FGFR4	SPP1
MLST8	EIF3C
FRS3	SOS1
HOXA7	JUN
PPP1CB	PLK1
NUP153	SNRPD2
CDC26	UBE2S
RPS6KB1	RPS12
ITGB7	PRKCG
PLCG2	PLA2G12A
KDR	PIK3CG
CASP2	MAP3K5
SDC2	PRKACA
KITLG	GRB2
PPP3CA	CACNA1C
IGF1	PLXNA3
PYCARD	TNFSF10
RPL24	RPS16
RASGRP3	MRAS
IBSP	ITGB1
NUP155	GEMIN5
IRAK2	MYD88
GRB2	RAPGEF1
TRAF3	TNFRSF13C
CSF2	CCR1
WEE1	ZYX
CITED2	CPT1A
PSMB11	PSMB1
PRKAA2	EIF4A3
TNF	MAP4K3
CACNG2	CACNA1F
GNB2L1	FYN
MYC	PIAS2
PSMD8	PAAF1
LAMB1	ITGB6
INSR	STAT5B
BMP10	ACVR2A
PAK1	ASAP3
PARVB	ACTB
SMAD2	MEF2A
IGHE	VAV1
ARFGEF1	ARF1
CXCL1	CXCR6
GNG10	PIK3CA
GHSR	GH1
NGF	SHC2
ARFIP1	ARF1
TANK	MAP3K14
SMAD4	POLR2A
RPL35	RPS3
LAMA2	YWHAG
POLE2	RFC2
NTRK1	PLCG1
FGF3	SPP1
PTPN2	IL6
DCTN3	TUBB4
HLA-G	KIR3DL2
PRKCZ	NASP
STAT2	SOCS1
DAB2	DVL3
ADRM1	SNCA
CAST	ITGB1
HLA-A	CD28
RIPK3	PLG
DUSP1	MAPK11
RPS6KA1	MYT1
ARHGAP10	RPS3
PSMA7	UCHL5
ETS2	CSF1R
POLR2E	GTF2H1
CCL19	CXCR5
PSMC2	UBE3C
USP14	CXCR4
WNT7B	FZD2
FHL2	ITGB5
PPP1CC	MYL9
MX1	HBXIP
APH1A	DLL1
VRK1	JUN
CARM1	DNAH8
CDK1	PRKACA
GAB2	SGMS1
CBLC	JAK2
CD79A	LYN
YBX1	PROCR
TCF7	JUN
CLK2	EIF2B5
HCK	IL6
PRKCQ	IGSF5
NCKAP1	ARPC3
UBE2C	ANAPC11
APC2	CTNNB1
AURKB	CTTN
PHKA1	CALM2
IFNA2	IFNAR1
SRC	NGEF
MEF2A	JUN
RXRA	DBI
TNFRSF1A	TNFRSF1B
SMAD4	TCF7
NCL	MDM2
RASGRF1	CACNA1F
PSMA4	PSMC1
NUP43	SLBP
F2RL2	F2RL3
BNIP3	BCL2L1
CTNNB1	PSEN1
ZAP70	CD247
PRKCE	PLCG1
DVL3	NOTCH4
SFRP4	WNT10A
ITGA2	CRK
ROCK1	MYL12A
ANAPC4	UBE2E1
PDGFRA	PIK3R1
SOCS5	IL6ST
RAC2	PIP4K2B
PSMB8	SNCA
MAX	BMI1
PSMB7	PSMD8
UBXN1	CKS1B
RPS6KB1	TSC2
RAB4A	RUFY1
TNF	FBLN1
GRB10	PTPN6
TNS1	VCL
WWP1	FGFR3
HLA-DOA	CD4
TGFB1	ASPN
RPL10L	RPLP1
VWF	THBS1
NCOA3	CCND1
TNF	CASP3
PPP3R1	ANAPC5
PGR	PIK3CB
EPHA8	PIK3R5
DLG4	GRB2
NUPL2	UPF3B
CISH	GHR
PRKAR1A	MAPK3
IL1RAP	RELA
RBX1	UBB
NOS2	IL12A
SOCS4	IL2RG
KLF6	IGF1R
CARM1	RARA
RASGRF2	CACNA2D1
WEE1	HNRNPK
FGFR4	FGF23
HSPA8	MAPK8
MAP3K2	MAP2K5
SMAD7	SMAD9
ITGA11	TLN2
FGF12	SOS1
HIPK4	CCM2
BCR	DOK1
TGFB1	SLC2A1
GCK	MAP3K1
STAT1	MYC
DLL3	NOTCH4
CSNK2A1	SNCA
TFDP2	CES1
CD40LG	IL2
BUB1B	ANAPC1
ERCC5	RPA2
PSMB5	RBX1
IDE	PSMD13
EXOC6B	HSPB1
PIAS1	STAT5B
PBX1	BMI1
CDC6	ATM
MACROD1	FZD1
MET	CTTN
VIP	PTGS2
ITGAL	VAV3
C8B	C9
ERCC3	XPC
PSMB3	ANAPC5
NCBP1	RPS18
ATP2B4	CD22
CDC42	MAPK12
IFNG	HSPB2
PSMF1	PSMD5
CACNA1A	CACNG6
IL18	CD9
ABL1	BCR
CD8A	SFRS1
CSK	PIK3CA
PPP2R5E	AXIN2
IL7	MUC1
PIK3CG	MAPK3
ADRA1A	GNA14
ADCY1	PRKX
EGFR	SH3GL2
MAPK8	PPARA
EZR	PPP1R14A
BMX	HLCS
UBQLN1	PSMB2
MAPK1	GRB2
CREBBP	SRA1
LAMB3	YWHAZ
GABRA4	GABRA6
PTK2B	KCNA2
ELK3	ID2
PIN1	BRAF
STAT3	PIM2
PIP5K1B	WAS
PIM2	PAXBP1
CD44	NANOG
ARAF	EPHB2
NFATC2	PTPRK
INSR	PTPN6
ICOS	PIK3CG
ITGA2	PARVG
TRIM28	TFDP1
ARRB1	F2RL1
FLT3	PIK3CD
CACNA1G	CACNB3
DDR1	MBNL3
AP2A2	EGF
ABL1	CDK5
RXRG	NR4A1
FGFR1OP	TUBB4
CHRM2	GNA15
PGF	FLT1
RIPK2	MAPK8
RPL39	RPS4X
PSMA7	PSMD10
RELA	ME1
CD3E	SHC3
WHSC2	POLR2G
ATF2	TGFB2
LY96	IKBKB
IKBKB	TNFAIP3
RPS9	RPS10
WNT5A	GNG2
HLA-DPA1	CD4
PSMA3	UBXN1
IDE	PSMD12
GNL3	TP53
IL2RA	KRAS
PAK6	TRIM24
CHEK2	RASGRF1
GNA11	PIK3CA
MAML3	KAT2B
LOC100291837	RPS26
GLP1R	TH
AREG	MMP9
CCM2	MAPK14
RPL10L	RPL10
IL23A	IL1B
TGFBR2	PPP2R1B
TNF	CHUK
CDK4	MDM4
LCK	EPHA1
FANCM	FANCC
CACNA1B	CACNA1H
RHEB	BRAF
LOC100291837	RPSA
MAP3K1	MAPK8
TAF11	GTF2A1
PAX2	DEFB1
MAPK1	YWHAH
COL4A2	ITGA1
WNT10B	FZD4
CEBPB	PRTN3
FTL	LOC100291837
CCR5	ADRBK1
KAT5	GPAM
FAS	MAP2K4
ANAPC7	ANAPC10
PRKCA	RRAS2
GHR	JAK3
CIITA	TAF1
KNG1	NOS3
RPS16	RPS29
COL6A3	ITGA5
PRKCA	YWHAB
MBD3	SNAI3
IFNAR1	JAK1
ZAP70	CRK
INSRR	PIK3CD
SKIL	TGFB1
PRKACG	CREBBP
DLG4	DLGAP1
PRKCA	SDC2
CAV1	ACVRL1
PRKCZ	CHUK
RASA2	NRAS
FURIN	SOD3
RYR1	CACNA1E
HBA2	RPL37
RPS10	RPS9
ITGA3	ITGB1
RPS21	RPS18
SPRED1	RBM39
SQSTM1	IKBKB
CD86	HLA-DRA
CLDN7	CLDN1
CBLB	PIK3R3
PSMB7	UBXN1
RASGRF2	CACNA1C
STX1A	CACNG3
PRSS2	F2RL1
PIK3R1	AKT1
SHC2	IL2
PSMD12	CDC23
E2F4	RB1
CASP10	MAP2K4
CEP250	HAUS2
CAMK2B	CDC25C
POLD4	POLD3
MAX	TMEFF2
TEK	DOK7
ANAPC11	PTTG2
CBLC	IGF1R
MAP3K3	JUN
CLK1	HSFY1
RELN	DAB1
RPS16	RPS14
PRKD1	PTRH2
CCNE1	DDAH2
DUSP14	MAPK11
IL7R	PIK3R1
FGF1	IGF1R
ITGB3BP	ITGB8
STRAP	MAP3K7IP1
EGF	TGFA
PRKCA	FLNA
PSMB10	PSMC4
COBRA1	SUPT4H1
CASP8	TRAF1
SOCS3	NCK1
PIK3CA	RELA
UBB	UBA52
GABRA1	GABRA3
TRIP12	PSMD13
SPATA13	APC
CITED1	PIAS2
PLCD3	ITPR2
LAMA3	CDC42
CHUK	NFKB1
IDE	CDC27
RHO	GTPBP1
DCTN1	KLC1
MAPK3	PLA2G4E
RPL31	RPS10
IL17A	DEFB4
PPARD	UCP1
HDAC1	SMAD7
PRKD1	KIDINS220
GAB2	PIK3CB
MAPK11	EIF4E
PBX1	STMN1
TP53BP1	E2F4
NR0B1	CYP19A1
BARD1	TP53
RASA1	ARF1
RPS6KB1	RPS8
SMC4	NCAPD3
PLD1	ACHE
SNCA	HSPB1
XCL2	CCR7
FOXA2	HPGD
CCNA2	ABL1
RPL23A	RPS14
HIST2H3C	HIST2H2AC
CCND1	RB1
ILK	ITGB3
F2R	PAWR
PRKG2	PLN
PTK2	IL6
CBL	SH3KBP1
GNG10	PLCB4
TGFB3	ZFYVE9
PRKCA	PLCZ1
HSPB1	PSMA1
KAT5	NOTCH3
IL12B	IL12RB1
PYDC1	PYCARD
TEK	MYEOV2
VEGFC	PIK3CA
NTF3	KIDINS220
FRS2	SHC3
PDE6G	CNGA1
UBQLN1	IDE
ADRM1	HSPB1
ZFAND5	TNF
FOXM1	CENPF
RELA	TRAF6
CTNNA1	JUP
EIF3B	EIF3L
IL2	IL3
LITAF	FASLG
RASGRP3	CACNA1C
AKR1C2	ID2
RRAS	PIK3CG
CAPN2	ITGB8
YWHAE	NEDD1
AP1S2	PIK3CB
NTN3	NEO1
PTPN12	SHC1
IL4R	TYK2
DYNLL1	PAFAH1B1
MYL9	MYH8
CRP	BSG
KDELR3	ARF1
CDK5R1	LMTK2
ITGB8	FERMT1
HTR2A	GNA11
C3	C5
NANOG	STAT3
CASP3	TERT
PSMA4	CDC23
GNAI3	RHOA
MAP2K1	YWHAG
CAMK2A	USP6NL
EIF1	RPS5
PSME2	PSMC1
PSMB1	PSMD5
CKAP5	OFD1
PLK3	MTA1
CSF2RB	IL5RA
HCST	GRB2
ITCH	IGF1R
EIF4G2	PTBP1
TRAK2	KCNJ2
RAP2A	MAP4K4
JAK2	STAT5B
CCL1	CXCR4
PIK3CA	SHC3
TIMELESS	ATR
GNB1	GBF1
PRKACG	CREB3L4
RPL21	RPLP0
IL7R	FYN
CD79B	PLCG1
PSMD4	PSMC5
CBLC	PIK3CB
PIK3CA	SRC
GNAZ	HLA-DRB1
ITPR3	PLCB3
SOS1	ELK1
PSMD4	PAAF1
HBA2	RPS21
FCGR2A	LAT
HMGB1	IKBKG
RPS6KA1	METTL1
GNAI2	S1PR4
LRP6	HNF1A
PSENEN	CTNND1
PRKCD	HNRNPK
COL1A1	MLC1
PAAF1	CDC16
ZNF202	SOX17
XCL1	CCR4
GNAI3	PIK3CG
JUN	CCL4
RPL26	RPL31
RPS18	RPS28
STRAP	TGFB2
HAT1	PTPN5
SYK	FCER1G
EIF2S1	RPS28
ATRIP	CDC45L
CD8B	PIK3R1
LYN	CBLB
CAMK2B	MAPT
TRA@	ITK
ERCC5	XAB2
SRC	SOS1
FOSL1	CCL2
EGFR	NTS
PAK1	ZCCHC8
EIF5B	RPL41
UBE2D1	ANAPC4
NUPL2	GEMIN5
EGFR	CAV1
PSMF1	UBE2E1
CHEK2	MDM2
RAC1	ARHGAP5
TNN	ITGA10
CACNG8	CACNA1D
STAT5A	CPT1A
RPL36	RPL27A
PRL	IRF1
PAK1	DVL1
TOPBP1	CLSPN
POFUT1	GRB10
GNAT1	PDE6B
AD5	TFAP2A
EP300	CREB3L3
EIF2S2	EIF2S3
PHKG1	CALML3
UBE2D1	ANAPC5
CSF2	PLAU
RPL7	RPS9
GNA12	CYTH4
BCL2	NR4A1
INSR	GRB10
TNF	HSD11B1
IBSP	ITGA8
RXRA	RARG
WNT1	AXIN1
AGER	ITGAM
PRKACG	PTK2
MAX	BIRC5
PIAS4	STAT1
RAF1	YWHAZ
PARVA	PXN
PTK2B	LYN
TUBA4B	TUBB1
PLCB3	CAMK2A
LPAR2	GAB1
IL23R	NOS2
EGFR	LAMB2
CBL	RAP1A
ROCK2	SHROOM4
PSMD6	CDK2
POLR2C	POLR2F
MYBPC3	MYH6
GSK3B	CREB3L2
HGF	IL11
ABCA1	APOC3
BUB1B	ANAPC2
PTGFR	GNA15
BIRC2	UBE2D3
HLA-E	LNCR1
RPSA	RPL39
FGF12	IGF1R
BIRC2	CASP7
GTF2H1	GTF2H4
RPL19	RPLP0
PDGFRA	FGF2
DYRK1B	SMAD3
PIK3CD	ITK
TGFB1	THBS1
GNAZ	MAPK8
CASP2	EIF4G2
FBXL5	HDAC3
RPSA	RPL27A
PRKACG	PRKAR1A
CLCF1	CNTFR
NF1	KRAS
PPP2R1A	CHEK1
CDK5RAP2	SFI1
PSME3	FZR1
SNF8	CHMP2A
CD8B	PTPN6
PPARD	CPT1C
SAA1	MPO
LCP2	GRAP2
RHOA	EZR
DUSP10	MAPK10
CSNK2A1	ZAP70
LMO4	PIAS1
WHSC1	HDAC1
SMAD2	NUP153
NRXN2	NLGN3
CSNK1E	GSK3B
ITGA6	ITGB4
CD24	SELP
CD36	MAPK14
CRKL	MAP4K1
IL18	IDO1
PPP3CC	CDC23
FANCB	FANCF
PSME4	UBQLN1
STC1	TNF
SLK	PLK1
BMP7	SMAD5
RPS6KA5	ETV1
MAPK8	MPRIP
FGF9	GRB2
RPL8	RPS13
SYK	TUBA1B
PLK1	HSF1
TGFB1	SPTBN1
FBXW11	FBXO31
CCL3L3	CXCR5
CNTN1	NOTCH1
FKBP5	MAP3K7
ACTA1	ACTN2
HBA2	RPL28
PRKACA	PLK4
NRAS	PIK3CB
EPB41	GRIA1
PATZ1	AR
MYC	NBN
CSNK1D	SFI1
MAP3K7	CARD11
GNG2	PLCB3
TGFBR2	UHMK1
GNB1	CXCL12
IGL@	LRP2
NUP43	SEH1L
C4BPA	NFKB1
TAF12	TAF4B
GNB1	P2RY2
PTBP1	EIF4E
ARNTL	PER2
MAML1	GATA3
PSMD5	PSMD11
MAP4K3	MAP3K2
RPS17	RPS8
DUSP8	MAPK14
YWHAE	CLASP1
HSPD1	TREM2
CASP10	FASLG
CTNNA2	TJP2
TRB@	CD3D
FXYD2	GSTA2
PRKAR1A	EZR
STAT1	SOCS5
PARVB	ITGB1
MAP3K1	CSNK1A1
PRPF4B	RRAGC
RAC1	ECM1
ALMS1	SSNA1
SRC	ASAP1
SRP54	SRP14
RPS5	RPS17
HDAC1	RBPJL
ICOS	PIK3CA
CDK2	CDC6
CCL7	CCR9
CD3G	PTPN11
PSMD6	SKP1
PRKACG	CREB3
PRKAR1B	SLC9A3R1
CCL25	CCR6
ANAPC5	AURKA
GRB10	PIK3CA
BMPR1B	RIPK3
RPS20	RPS21
RHOA	JAK1
ARRB2	SMO
GHRH	PCOS1
DDR1	ZNF606
SRF	HNF1A
COL5A1	ITGB1
PRKCD	LRRFIP1
IL18	PRTN3
SUPT7L	HSPD1
RLN3	RXFP4
TLR4	NFKB1
BUB1	CSRP3
BRCA2	RAD51
POLR3H	POLR3F
HDAC8	NCOR1
CLDN4	CLDN17
PRKAB1	ELAVL1
FCER1A	SHC2
INADL	CLDN7
PRKACA	RIMS1
TRB@	PTPN11
COL4A4	ITGA7
ACTB	MYH14
HERPUD2	VCAM1
CALM3	PPP3R2
PMCH	MCHR2
CBLC	IL5RA
PPARA	LPL
TGFB1	MAPK14
TGFBR2	MAP3K7
PRKACG	RHOA
FGFR2	ZNF397
ITGB2	CD82
FGF10	JUN
TGFB1	MAP3K7IP2
NUAK1	CHEK1
ZYX	CSK
CHRD	GDF6
WASF3	ARPC1A
TRAF6	CBLB
CLK2	U2AF1
GTF2H2	TAF6
CCL18	CXCR5
CALCA	IL6
YWHAG	TUBB4
CSE1L	RRM2B
S100P	CACYBP
MAP3K7IP2	TRADD
NUP210	CPSF1
EIF2S2	RPS9
MRPS7	RPL18
NUP85	GCKR
RPS4Y1	RPS29
HBEGF	IL8
NTRK3	HRAS
CEBPA	JUN
TP73	NEDD4L
PIAS4	KLK3
DBF4	MCM3
NCK1	ARHGEF7
THBS1	ITGA5
RPL36	RPL38
ERBB4	SHC1
TGFB1I1	KLK3
CYBA	MAPK14
EIF5	RPS27A
CRADD	TNFRSF1A
RPS27A	RPS3A
PSMB3	PSMD1
RPL21	RPL29
RNF41	NTRK1
SCYL2	PAXBP1
PRKCZ	ANKS1A
RPL31	RPL38
RPL39L	RPL11
MAPK3	GRB2
PSMD1	UBE2D1
TNFRSF1A	PPARG
FCER1G	RASA1
TNF	PTGES
IL12RB2	IL12B
PSMA1	PSMD12
PSMB4	UBXN1
LAMC3	ITGA4
SPRY2	FGF7
EP300	PRMT1
RPS6KA4	POU6F1
CCL8	CCR9
PRKAB1	MLXIPL
IL10RB	JAK2
RPL18A	RPS18
CDK5	LIG1
RHOA	PLD1
CCR6	GNAI2
SUMO1	PGR
JAK3	JAK1
PDPK1	PRKCZ
PPARA	ANGPTL4
MMP16	MMP2
MYC	ALDH9A1
FGF20	JUN
VEGFA	LIMK1
GNA11	PLCG1
POLD1	RFC2
CLASP1	CETN2
IGF1R	PRKACB
DLG4	NLGN1
PPARG	RXRG
ARID1A	IFNB1
TRAF6	MAP3K1
PSMB4	ANAPC1
TNFRSF25	TNFSF12
ZYX	ACTA1
RFC5	TIPIN
ICAM1	LBR
MMP3	SERPINE1
GTF2H4	GTF2A1
C4BPA	C4A
PRKACA	CHAF1B
CASP3	EIF4E
RET	DOK6
UBA5	SUMO2
SHC1	DOK1
NCOA3	XBP1
RPL5	RPS6
ANAPC13	CDC26
HFE2	SMAD5
CASP10	EIF4G3
USP6NL	GDNF
PSMA2	PSMB6
SGK1	SLC2A1
MYH7B	ACTB
PPARA	RXRA
MNX1	IL6
EP300	RARA
LEP	PRKAG2
GLI3	PTCH2
CDK1	CEP63
POLR2H	GTF2H3
COL4A4	ITGAV
CHP2	NFATC2
FGF11	CBX5
NUP155	NUP88
RELA	BIRC5
PSMD6	UBXN1
PALLD	RDX
PXN	RAP1B
CAMK2A	RICS
PLCG2	PLA2G5
RPL36	RPL18
RNF4	TRPS1
ARNT	VHLL
PSMC4	PSMD4
SRPK1	MLX
JUN	CDK1
RPS3A	EIF2S2
ERCC3	RAD23B
NR3C1	DUSP1
FGF11	JUN
DUSP2	MAPK1
TGFB1	SMAD4
RPS19BP1	SIRT1
RBL1	DHFR
PSMB6	CCNE1
CD3G	B2M
PSMD8	PSME2
CD3G	MAP4K1
PRKCA	CSDE1
RP6-213H19.1	MBP
IDE	PSMC5
TAF12	TAF10
THBS4	ITGA4
TSC22D3	NFKB1
MYH3	CGN
ASPH	COPS5
SNRNP70	SNRPB
MYH11	LOC646048
JUN	FASLG
GTF2H4	RPA3
PSMB5	CDC26
CREBBP	CREB3L1
EGF	IGF1R
AURKC	AURKB
PRMT5	CCNE2
ITPR3	CALM3
PKD1	VCL
HBA1	RPL7A
TAM	CLU
CEBPD	ELANE
IL6	PIAS3
LRP6	FZD7
CTNNB1	INCENP
LAMC3	AKT1
MAX	NDUFAF2
LCP2	NCK2
DLG4	HTR2A
NF1	SDC2
HIPK4	PHAX
JAK1	PTPN6
ITGB1	ACTN2
HDAC5	RAP2A
CSF2	CD1A
ACTR1A	NEDD1
